Gene
TNFRSF14
TNFRSF14
TNFRSF14
TNFRSF14
TNFRSF14
TNFRSF14
TNFRSF14
TNFRSF14
PIK3CD
PIK3CD
PIK3CD
PIK3CD
PIK3CD
PIK3CD
PIK3CD
PIK3CD
PIK3CD
PIK3CD
PIK3CD
PIK3CD
PIK3CD
PIK3CD
PIK3CD
PIK3CD
PIK3CD
PIK3CD
PIK3CD
PIK3CD
PIK3CD
PIK3CD
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
MTOR
SPEN
SPEN
SPEN
SPEN
SPEN
SPEN
SPEN
SPEN
SPEN
SPEN
SPEN
SPEN
SPEN
SPEN
SPEN
SDHB
SDHB
SDHB
SDHB
SDHB
SDHB
SDHB
SDHB
ARID1A
ARID1A
ARID1A
ARID1A
ARID1A
ARID1A
ARID1A
ARID1A
ARID1A
ARID1A
ARID1A
ARID1A
ARID1A
ARID1A
ARID1A
ARID1A
ARID1A
ARID1A
ARID1A
ARID1A
STK40
STK40
STK40
STK40
STK40
STK40
STK40
STK40
STK40
STK40
MYCL1
MYCL1
MYCL1
MPL
MPL
MPL
MPL
MPL
MPL
MPL
MPL
MPL
MPL
MPL
MPL
MUTYH
MUTYH
MUTYH
MUTYH
MUTYH
MUTYH
MUTYH
MUTYH
MUTYH
MUTYH
MUTYH
MUTYH
MUTYH
MUTYH
MUTYH
PIK3R3
PIK3R3
PIK3R3
PIK3R3
PIK3R3
PIK3R3
PIK3R3
PIK3R3
PIK3R3
PIK3R3
RAD54L
RAD54L
RAD54L
RAD54L
RAD54L
RAD54L
RAD54L
RAD54L
RAD54L
RAD54L
RAD54L
RAD54L
RAD54L
RAD54L
RAD54L
RAD54L
RAD54L
RAD54L
CDKN2C
CDKN2C
JUN
JAK1
JAK1
JAK1
JAK1
JAK1
JAK1
JAK1
JAK1
JAK1
JAK1
JAK1
JAK1
JAK1
JAK1
JAK1
JAK1
JAK1
JAK1
JAK1
JAK1
JAK1
JAK1
JAK1
JAK1
FUBP1
FUBP1
FUBP1
FUBP1
FUBP1
FUBP1
FUBP1
FUBP1
FUBP1
FUBP1
FUBP1
FUBP1
FUBP1
FUBP1
FUBP1
FUBP1
FUBP1
FUBP1
FUBP1
FUBP1
NRAS
NRAS
NRAS
NRAS
VTCN1
VTCN1
VTCN1
VTCN1
VTCN1
FAM46C
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
NOTCH2
MCL1
MCL1
MCL1
RIT1
RIT1
RIT1
RIT1
RIT1
NTRK1
NTRK1
NTRK1
NTRK1
NTRK1
NTRK1
NTRK1
NTRK1
NTRK1
NTRK1
NTRK1
NTRK1
NTRK1
NTRK1
NTRK1
NTRK1
NTRK1
SDHC
SDHC
SDHC
SDHC
SDHC
SDHC
DDR2
DDR2
DDR2
DDR2
DDR2
DDR2
DDR2
DDR2
DDR2
DDR2
DDR2
DDR2
DDR2
DDR2
DDR2
DDR2
RFWD2
RFWD2
RFWD2
RFWD2
RFWD2
RFWD2
RFWD2
RFWD2
RFWD2
RFWD2
RFWD2
RFWD2
RFWD2
RFWD2
RFWD2
RFWD2
RFWD2
RFWD2
RFWD2
RFWD2
CDC73
CDC73
CDC73
CDC73
CDC73
CDC73
CDC73
CDC73
CDC73
CDC73
CDC73
CDC73
CDC73
CDC73
CDC73
CDC73
CDC73
MDM4
MDM4
MDM4
MDM4
MDM4
MDM4
MDM4
MDM4
MDM4
MDM4
IKBKE
IKBKE
IKBKE
IKBKE
IKBKE
IKBKE
IKBKE
IKBKE
IKBKE
IKBKE
IKBKE
IKBKE
IKBKE
IKBKE
IKBKE
IKBKE
IKBKE
IKBKE
IKBKE
IKBKE
IL10
IL10
IL10
IL10
IL10
PARP1
PARP1
PARP1
PARP1
PARP1
PARP1
PARP1
PARP1
PARP1
PARP1
PARP1
PARP1
PARP1
PARP1
PARP1
PARP1
PARP1
PARP1
PARP1
PARP1
PARP1
PARP1
PARP1
FH
FH
FH
FH
FH
FH
FH
FH
FH
FH
AKT3
AKT3
AKT3
AKT3
AKT3
AKT3
AKT3
AKT3
AKT3
AKT3
AKT3
AKT3
AKT3
MYCN
MYCN
DNMT3A
DNMT3A
DNMT3A
DNMT3A
DNMT3A
DNMT3A
DNMT3A
DNMT3A
DNMT3A
DNMT3A
DNMT3A
DNMT3A
DNMT3A
DNMT3A
DNMT3A
DNMT3A
DNMT3A
DNMT3A
DNMT3A
DNMT3A
DNMT3A
DNMT3A
ASXL2
ASXL2
ASXL2
ASXL2
ASXL2
ASXL2
ASXL2
ASXL2
ASXL2
ASXL2
ASXL2
ASXL2
ALK
ALK
ALK
ALK
ALK
ALK
ALK
ALK
ALK
ALK
ALK
ALK
ALK
ALK
ALK
ALK
ALK
ALK
ALK
ALK
ALK
ALK
ALK
ALK
ALK
ALK
ALK
ALK
ALK
EPCAM
EPCAM
EPCAM
EPCAM
EPCAM
EPCAM
EPCAM
EPCAM
EPCAM
MSH2
MSH2
MSH2
MSH2
MSH2
MSH2
MSH2
MSH2
MSH2
MSH2
MSH2
MSH2
MSH2
MSH2
MSH2
MSH2
MSH6
MSH6
MSH6
MSH6
MSH6
MSH6
MSH6
MSH6
MSH6
MSH6
REL
REL
REL
REL
REL
REL
REL
REL
REL
REL
REL
XPO1
XPO1
XPO1
XPO1
XPO1
XPO1
XPO1
XPO1
XPO1
XPO1
XPO1
XPO1
XPO1
XPO1
XPO1
XPO1
XPO1
XPO1
XPO1
XPO1
XPO1
XPO1
XPO1
XPO1
TMEM127
TMEM127
TMEM127
INPP4A
INPP4A
INPP4A
INPP4A
INPP4A
INPP4A
INPP4A
INPP4A
INPP4A
INPP4A
INPP4A
INPP4A
INPP4A
INPP4A
INPP4A
INPP4A
INPP4A
INPP4A
INPP4A
INPP4A
